Delta Time, X Point, Y Point, Position, Velocity, Acceleration, Jerk, Heading, 
20, 0.078426, 14.480252, 0.078441, 0.480528, 2.047386, 4.587695, 0.006397, 
20, 0.088892, 14.480323, 0.088907, 0.523314, 2.139290, 4.595196, 0.007242, 
20, 0.100250, 14.480410, 0.100266, 0.567941, 2.231359, 4.603419, 0.008156, 
20, 0.112538, 14.480517, 0.112554, 0.614414, 2.323607, 4.612392, 0.009142, 
20, 0.125792, 14.480645, 0.125809, 0.662735, 2.416050, 4.622168, 0.010203, 
20, 0.140050, 14.480799, 0.140067, 0.712909, 2.508706, 4.632782, 0.011340, 
20, 0.155347, 14.480981, 0.155366, 0.764940, 2.601591, 4.644272, 0.012556, 
20, 0.171723, 14.481198, 0.171743, 0.818835, 2.694725, 4.656690, 0.013852, 
20, 0.189195, 14.481452, 0.189216, 0.873687, 2.742615, 2.394492, 0.015230, 
20, 0.207764, 14.481748, 0.207788, 0.928591, 2.745205, 0.129527, 0.016687, 
20, 0.227432, 14.482091, 0.227459, 0.983551, 2.747970, 0.138246, 0.018223, 
20, 0.248200, 14.482487, 0.248231, 1.038569, 2.750911, 0.147068, 0.019837, 
20, 0.270050, 14.482939, 0.270085, 1.092738, 2.708454, -2.122895, 0.021526, 
20, 0.292947, 14.483452, 0.292988, 1.145148, 2.620504, -4.397479, 0.023285, 
20, 0.316856, 14.484030, 0.316904, 1.195800, 2.532573, -4.396554, 0.025112, 
20, 0.341741, 14.484679, 0.341798, 1.244693, 2.444644, -4.396449, 0.027001, 
20, 0.367568, 14.485402, 0.367635, 1.291827, 2.356701, -4.397152, 0.028948, 
20, 0.394300, 14.486203, 0.394379, 1.337201, 2.268728, -4.398642, 0.030950, 
20, 0.421902, 14.487086, 0.421995, 1.380815, 2.180710, -4.400908, 0.033002, 
20, 0.450339, 14.488054, 0.450448, 1.422668, 2.092631, -4.403935, 0.035101, 
20, 0.479575, 14.489112, 0.479704, 1.462757, 2.004477, -4.407707, 0.037241, 
20, 0.509574, 14.490263, 0.509725, 1.501082, 1.916233, -4.412205, 0.039420, 
20, 0.540302, 14.491509, 0.540478, 1.537640, 1.827885, -4.417409, 0.041633, 
20, 0.571722, 14.492853, 0.571927, 1.572428, 1.739419, -4.423309, 0.043877, 
20, 0.603798, 14.494298, 0.604035, 1.605445, 1.650821, -4.429872, 0.046146, 
20, 0.636495, 14.495845, 0.636769, 1.636686, 1.562079, -4.437088, 0.048439, 
20, 0.669777, 14.497497, 0.670092, 1.666150, 1.473181, -4.444923, 0.050750, 
20, 0.703608, 14.499255, 0.703969, 1.693832, 1.384114, -4.453358, 0.053077, 
20, 0.737952, 14.501120, 0.738363, 1.719729, 1.294866, -4.462369, 0.055416, 
20, 0.772773, 14.503093, 0.773240, 1.743838, 1.205428, -4.471922, 0.057762, 
20, 0.808035, 14.505174, 0.808563, 1.766154, 1.115788, -4.481994, 0.060114, 
20, 0.843701, 14.507363, 0.844297, 1.786672, 1.025937, -4.492552, 0.062466, 
20, 0.879736, 14.509659, 0.880404, 1.805390, 0.935866, -4.503565, 0.064817, 
20, 0.916103, 14.512062, 0.916851, 1.822301, 0.845566, -4.515001, 0.067163, 
20, 0.952765, 14.514572, 0.953599, 1.837402, 0.755029, -4.526825, 0.069501, 
20, 0.989686, 14.517185, 0.990612, 1.850687, 0.664249, -4.539003, 0.071828, 
20, 1.026830, 14.519901, 1.027855, 1.862151, 0.573219, -4.551498, 0.074141, 
20, 1.064160, 14.522717, 1.065291, 1.871790, 0.481934, -4.564277, 0.076438, 
20, 1.101639, 14.525630, 1.102883, 1.879597, 0.390388, -4.577298, 0.078715, 
20, 1.139230, 14.528638, 1.140594, 1.885569, 0.298577, -4.590526, 0.080970, 
20, 1.176897, 14.531737, 1.178388, 1.889699, 0.206499, -4.603922, 0.083201, 
20, 1.214602, 14.534923, 1.216228, 1.891982, 0.114150, -4.617448, 0.085406, 
20, 1.252327, 14.538195, 1.254095, 1.893341, 0.067951, -2.309961, 0.087582, 
20, 1.290073, 14.541550, 1.291989, 1.894702, 0.068067, 0.005815, 0.089731, 
20, 1.327838, 14.544988, 1.329910, 1.896066, 0.068177, 0.005489, 0.091852, 
20, 1.365623, 14.548509, 1.367859, 1.897431, 0.068280, 0.005171, 0.093946, 
20, 1.403427, 14.552110, 1.405835, 1.898799, 0.068377, 0.004863, 0.096011, 
20, 1.441252, 14.555792, 1.443838, 1.900168, 0.068469, 0.004563, 0.098048, 
20, 1.479096, 14.559553, 1.481869, 1.901539, 0.068554, 0.004273, 0.100058, 
20, 1.516960, 14.563392, 1.519927, 1.902912, 0.068634, 0.003991, 0.102039, 
20, 1.554844, 14.567309, 1.558013, 1.904286, 0.068708, 0.003719, 0.103992, 
20, 1.592748, 14.571302, 1.596126, 1.905662, 0.068777, 0.003455, 0.105918, 
20, 1.630671, 14.575370, 1.634267, 1.907039, 0.068841, 0.003200, 0.107815, 
20, 1.668614, 14.579513, 1.672435, 1.908417, 0.068900, 0.002954, 0.109684, 
20, 1.706576, 14.583729, 1.710631, 1.909796, 0.068955, 0.002716, 0.111525, 
20, 1.744559, 14.588017, 1.748855, 1.911176, 0.069005, 0.002487, 0.113337, 
20, 1.782560, 14.592377, 1.787106, 1.912557, 0.069050, 0.002266, 0.115122, 
20, 1.820582, 14.596808, 1.825385, 1.913939, 0.069091, 0.002054, 0.116878, 
20, 1.858623, 14.601308, 1.863691, 1.915321, 0.069128, 0.001849, 0.118606, 
20, 1.896684, 14.605876, 1.902025, 1.916704, 0.069161, 0.001653, 0.120306, 
20, 1.934765, 14.610512, 1.940387, 1.918088, 0.069190, 0.001465, 0.121978, 
20, 1.972865, 14.615215, 1.978776, 1.919473, 0.069216, 0.001284, 0.123621, 
20, 2.010985, 14.619983, 2.017194, 1.920857, 0.069238, 0.001112, 0.125237, 
20, 2.049125, 14.624815, 2.055638, 1.922243, 0.069257, 0.000947, 0.126823, 
20, 2.087285, 14.629711, 2.094111, 1.923628, 0.069273, 0.000790, 0.128382, 
20, 2.125464, 14.634670, 2.132611, 1.925014, 0.069286, 0.000640, 0.129912, 
20, 2.163664, 14.639690, 2.171139, 1.926400, 0.069296, 0.000497, 0.131414, 
20, 2.201883, 14.644770, 2.209695, 1.927786, 0.069303, 0.000362, 0.132888, 
20, 2.240123, 14.649910, 2.248278, 1.929172, 0.069308, 0.000234, 0.134334, 
20, 2.278383, 14.655109, 2.286890, 1.930558, 0.069310, 0.000113, 0.135751, 
20, 2.316662, 14.660364, 2.325528, 1.931944, 0.069310, -0.000002, 0.137140, 
20, 2.354962, 14.665677, 2.364195, 1.933330, 0.069308, -0.000110, 0.138500, 
20, 2.393283, 14.671044, 2.402889, 1.934716, 0.069303, -0.000211, 0.139833, 
20, 2.431623, 14.676466, 2.441611, 1.936102, 0.069297, -0.000306, 0.141137, 
20, 2.469984, 14.681942, 2.480361, 1.937488, 0.069289, -0.000395, 0.142412, 
20, 2.508365, 14.687470, 2.519139, 1.938874, 0.069280, -0.000477, 0.143660, 
20, 2.546768, 14.693049, 2.557944, 1.940259, 0.069269, -0.000553, 0.144879, 
20, 2.585190, 14.698678, 2.596777, 1.941644, 0.069256, -0.000623, 0.146070, 
20, 2.623634, 14.704357, 2.635637, 1.943029, 0.069243, -0.000689, 0.147233, 
20, 2.662098, 14.710084, 2.674526, 1.944414, 0.069228, -0.000748, 0.148367, 
20, 2.700583, 14.715858, 2.713442, 1.945798, 0.069212, -0.000801, 0.149473, 
20, 2.739089, 14.721678, 2.752385, 1.947182, 0.069195, -0.000850, 0.150551, 
20, 2.777617, 14.727543, 2.791356, 1.948565, 0.069177, -0.000893, 0.151601, 
20, 2.816165, 14.733453, 2.830355, 1.949948, 0.069158, -0.000931, 0.152622, 
20, 2.854735, 14.739405, 2.869382, 1.951331, 0.069139, -0.000964, 0.153616, 
20, 2.893327, 14.745400, 2.908436, 1.952714, 0.069119, -0.000992, 0.154581, 
20, 2.931940, 14.751435, 2.947518, 1.954096, 0.069099, -0.001016, 0.155517, 
20, 2.970575, 14.757511, 2.986628, 1.955477, 0.069078, -0.001036, 0.156426, 
20, 3.009231, 14.763625, 3.025765, 1.956858, 0.069057, -0.001051, 0.157306, 
20, 3.047910, 14.769777, 3.064930, 1.958239, 0.069036, -0.001061, 0.158159, 
20, 3.086611, 14.775966, 3.104122, 1.959619, 0.069014, -0.001068, 0.158983, 
20, 3.125334, 14.782190, 3.143342, 1.960999, 0.068993, -0.001070, 0.159779, 
20, 3.164079, 14.788450, 3.182590, 1.962379, 0.068972, -0.001069, 0.160547, 
20, 3.202846, 14.794742, 3.221865, 1.963758, 0.068950, -0.001064, 0.161286, 
20, 3.241637, 14.801068, 3.261168, 1.965136, 0.068929, -0.001056, 0.161998, 
20, 3.280450, 14.807425, 3.300498, 1.966514, 0.068908, -0.001044, 0.162681, 
20, 3.319286, 14.813812, 3.339856, 1.967892, 0.068888, -0.001028, 0.163336, 
20, 3.358145, 14.820229, 3.379241, 1.969269, 0.068868, -0.001010, 0.163963, 
20, 3.397028, 14.826674, 3.418654, 1.970646, 0.068848, -0.000989, 0.164563, 
20, 3.435933, 14.833146, 3.458094, 1.972023, 0.068828, -0.000964, 0.165134, 
20, 3.474863, 14.839645, 3.497562, 1.973399, 0.068810, -0.000937, 0.165676, 
20, 3.513816, 14.846169, 3.537058, 1.974775, 0.068792, -0.000908, 0.166191, 
20, 3.552793, 14.852716, 3.576581, 1.976150, 0.068774, -0.000876, 0.166678, 
20, 3.591793, 14.859287, 3.616131, 1.977526, 0.068757, -0.000841, 0.167137, 
20, 3.630818, 14.865880, 3.655709, 1.978900, 0.068741, -0.000805, 0.167567, 
20, 3.669868, 14.872493, 3.695315, 1.980275, 0.068726, -0.000766, 0.167970, 
20, 3.708942, 14.879127, 3.734948, 1.981649, 0.068711, -0.000725, 0.168344, 
20, 3.748040, 14.885779, 3.774608, 1.983023, 0.068698, -0.000682, 0.168691, 
20, 3.787164, 14.892448, 3.814296, 1.984397, 0.068685, -0.000638, 0.169009, 
20, 3.826313, 14.899134, 3.854012, 1.985770, 0.068673, -0.000592, 0.169300, 
20, 3.865486, 14.905836, 3.893755, 1.987144, 0.068662, -0.000545, 0.169562, 
20, 3.904685, 14.912552, 3.933525, 1.988517, 0.068652, -0.000496, 0.169796, 
20, 3.943910, 14.919281, 3.973323, 1.989889, 0.068643, -0.000447, 0.170003, 
20, 3.983161, 14.926023, 4.013148, 1.991262, 0.068635, -0.000396, 0.170181, 
20, 4.022437, 14.932775, 4.053001, 1.992635, 0.068629, -0.000344, 0.170331, 
20, 4.061740, 14.939538, 4.092881, 1.994007, 0.068623, -0.000291, 0.170454, 
20, 4.101069, 14.946309, 4.132788, 1.995380, 0.068618, -0.000238, 0.170548, 
20, 4.140424, 14.953088, 4.172723, 1.996752, 0.068614, -0.000184, 0.170614, 
20, 4.179806, 14.959874, 4.212686, 1.998124, 0.068612, -0.000130, 0.170652, 
20, 4.219215, 14.966666, 4.252676, 1.999496, 0.068610, -0.000075, 0.170663, 
20, 4.258651, 14.973462, 4.292693, 2.000868, 0.068610, -0.000020, 0.170645, 
20, 4.298115, 14.980261, 4.332738, 2.002241, 0.068610, 0.000034, 0.170599, 
20, 4.337605, 14.987063, 4.372810, 2.003613, 0.068612, 0.000089, 0.170525, 
20, 4.377124, 14.993866, 4.412910, 2.004985, 0.068615, 0.000144, 0.170424, 
20, 4.416670, 15.000669, 4.453037, 2.006358, 0.068619, 0.000198, 0.170294, 
20, 4.456244, 15.007471, 4.493192, 2.007730, 0.068624, 0.000252, 0.170136, 
20, 4.495847, 15.014271, 4.533374, 2.009103, 0.068630, 0.000305, 0.169950, 
20, 4.535478, 15.021068, 4.573583, 2.010475, 0.068637, 0.000357, 0.169737, 
20, 4.575137, 15.027860, 4.613820, 2.011848, 0.068645, 0.000409, 0.169495, 
20, 4.614826, 15.034647, 4.654085, 2.013221, 0.068655, 0.000459, 0.169225, 
20, 4.654543, 15.041427, 4.694377, 2.014595, 0.068665, 0.000509, 0.168927, 
20, 4.694290, 15.048199, 4.734696, 2.015968, 0.068676, 0.000557, 0.168601, 
20, 4.734065, 15.054963, 4.775043, 2.017342, 0.068688, 0.000604, 0.168247, 
20, 4.773871, 15.061716, 4.815417, 2.018716, 0.068701, 0.000649, 0.167865, 
20, 4.813706, 15.068458, 4.855819, 2.020090, 0.068715, 0.000693, 0.167455, 
20, 4.853571, 15.075188, 4.896248, 2.021465, 0.068730, 0.000735, 0.167017, 
20, 4.893467, 15.081905, 4.936705, 2.022840, 0.068745, 0.000776, 0.166551, 
20, 4.933393, 15.088606, 4.977189, 2.024215, 0.068761, 0.000814, 0.166057, 
20, 4.973349, 15.095292, 5.017701, 2.025591, 0.068778, 0.000850, 0.165535, 
20, 5.013336, 15.101962, 5.058240, 2.026967, 0.068796, 0.000884, 0.164984, 
20, 5.053354, 15.108613, 5.098807, 2.028343, 0.068814, 0.000915, 0.164406, 
20, 5.093403, 15.115245, 5.139402, 2.029719, 0.068833, 0.000944, 0.163800, 
20, 5.133483, 15.121856, 5.180024, 2.031097, 0.068853, 0.000970, 0.163165, 
20, 5.173595, 15.128446, 5.220673, 2.032474, 0.068873, 0.000994, 0.162502, 
20, 5.213738, 15.135013, 5.261350, 2.033852, 0.068893, 0.001015, 0.161811, 
20, 5.253913, 15.141557, 5.302055, 2.035230, 0.068913, 0.001032, 0.161092, 
20, 5.294121, 15.148075, 5.342787, 2.036609, 0.068934, 0.001046, 0.160345, 
20, 5.334360, 15.154567, 5.383547, 2.037988, 0.068956, 0.001057, 0.159570, 
20, 5.374632, 15.161032, 5.424334, 2.039367, 0.068977, 0.001065, 0.158767, 
20, 5.414936, 15.167468, 5.465149, 2.040747, 0.068998, 0.001069, 0.157935, 
20, 5.455273, 15.173875, 5.505992, 2.042128, 0.069020, 0.001069, 0.157075, 
20, 5.495643, 15.180250, 5.546862, 2.043509, 0.069041, 0.001066, 0.156187, 
20, 5.536046, 15.186594, 5.587760, 2.044890, 0.069062, 0.001058, 0.155271, 
20, 5.576482, 15.192904, 5.628685, 2.046272, 0.069083, 0.001046, 0.154327, 
20, 5.616951, 15.199179, 5.669638, 2.047654, 0.069104, 0.001030, 0.153354, 
20, 5.657454, 15.205419, 5.710619, 2.049036, 0.069124, 0.001010, 0.152354, 
20, 5.697991, 15.211622, 5.751627, 2.050419, 0.069144, 0.000985, 0.151325, 
20, 5.738561, 15.217787, 5.792663, 2.051802, 0.069163, 0.000955, 0.150267, 
20, 5.779165, 15.223912, 5.833727, 2.053186, 0.069181, 0.000921, 0.149182, 
20, 5.819804, 15.229997, 5.874818, 2.054570, 0.069199, 0.000881, 0.148068, 
20, 5.860476, 15.236040, 5.915937, 2.055954, 0.069215, 0.000837, 0.146926, 
20, 5.901183, 15.242040, 5.957084, 2.057339, 0.069231, 0.000787, 0.145756, 
20, 5.941925, 15.247996, 5.998259, 2.058724, 0.069246, 0.000732, 0.144558, 
20, 5.982701, 15.253906, 6.039461, 2.060109, 0.069259, 0.000671, 0.143331, 
20, 6.023511, 15.259770, 6.080691, 2.061494, 0.069271, 0.000605, 0.142076, 
20, 6.064357, 15.265586, 6.121948, 2.062880, 0.069282, 0.000533, 0.140793, 
20, 6.105238, 15.271353, 6.163234, 2.064266, 0.069291, 0.000455, 0.139481, 
20, 6.146153, 15.277069, 6.204547, 2.065652, 0.069298, 0.000371, 0.138141, 
20, 6.187104, 15.282734, 6.245887, 2.067038, 0.069304, 0.000280, 0.136773, 
20, 6.228090, 15.288346, 6.287256, 2.068424, 0.069308, 0.000184, 0.135377, 
20, 6.269112, 15.293904, 6.328652, 2.069810, 0.069309, 0.000081, 0.133952, 
20, 6.310168, 15.299406, 6.370076, 2.071196, 0.069309, -0.000028, 0.132499, 
20, 6.351261, 15.304852, 6.411528, 2.072582, 0.069306, -0.000145, 0.131018, 
20, 6.392389, 15.310240, 6.453007, 2.073968, 0.069301, -0.000268, 0.129508, 
20, 6.433552, 15.315569, 6.494514, 2.075354, 0.069293, -0.000398, 0.127971, 
20, 6.474752, 15.320838, 6.536049, 2.076740, 0.069282, -0.000535, 0.126404, 
20, 6.515987, 15.326045, 6.577611, 2.078125, 0.069268, -0.000680, 0.124810, 
20, 6.557258, 15.331189, 6.619202, 2.079510, 0.069252, -0.000832, 0.123187, 
20, 6.598564, 15.336269, 6.660820, 2.080895, 0.069232, -0.000991, 0.121536, 
20, 6.639907, 15.341283, 6.702465, 2.082279, 0.069209, -0.001158, 0.119857, 
20, 6.681285, 15.346231, 6.744138, 2.083663, 0.069182, -0.001332, 0.118150, 
20, 6.722700, 15.351110, 6.785839, 2.085046, 0.069152, -0.001515, 0.116414, 
20, 6.764150, 15.355921, 6.827568, 2.086428, 0.069118, -0.001705, 0.114650, 
20, 6.805636, 15.360660, 6.869324, 2.087810, 0.069080, -0.001903, 0.112858, 
20, 6.847159, 15.365328, 6.911108, 2.089190, 0.069037, -0.002110, 0.111038, 
20, 6.888717, 15.369923, 6.952919, 2.090570, 0.068991, -0.002325, 0.109190, 
20, 6.930311, 15.374444, 6.994758, 2.091949, 0.068940, -0.002548, 0.107313, 
20, 6.971941, 15.378888, 7.036625, 2.093327, 0.068884, -0.002779, 0.105409, 
20, 7.013607, 15.383256, 7.078519, 2.094703, 0.068824, -0.003019, 0.103476, 
20, 7.055308, 15.387545, 7.120440, 2.096078, 0.068759, -0.003268, 0.101515, 
20, 7.097045, 15.391755, 7.162389, 2.097452, 0.068688, -0.003525, 0.099526, 
20, 7.138818, 15.395884, 7.204366, 2.098824, 0.068612, -0.003792, 0.097509, 
20, 7.180627, 15.399930, 7.246370, 2.100195, 0.068531, -0.004066, 0.095465, 
20, 7.222471, 15.403894, 7.288401, 2.101564, 0.068444, -0.004350, 0.093392, 
20, 7.264350, 15.407772, 7.330460, 2.102931, 0.068351, -0.004643, 0.091291, 
20, 7.306265, 15.411564, 7.372546, 2.104296, 0.068252, -0.004945, 0.089163, 
20, 7.348215, 15.415269, 7.414659, 2.105659, 0.068147, -0.005255, 0.087006, 
20, 7.390200, 15.418885, 7.456799, 2.107020, 0.068036, -0.005575, 0.084822, 
20, 7.432214, 15.422411, 7.498961, 2.108101, 0.054062, -0.698658, 0.082611, 
20, 7.474232, 15.425842, 7.541119, 2.107867, -0.011679, -3.287062, 0.080373, 
20, 7.516211, 15.429176, 7.583230, 2.105558, -0.115481, -5.190091, 0.078112, 
20, 7.558110, 15.432408, 7.625253, 2.101167, -0.219552, -5.203584, 0.075830, 
20, 7.599887, 15.435533, 7.667147, 2.094689, -0.323891, -5.216938, 0.073529, 
20, 7.641500, 15.438550, 7.708869, 2.086119, -0.428493, -5.230112, 0.071212, 
20, 7.682907, 15.441456, 7.750378, 2.075452, -0.533355, -5.243071, 0.068883, 
20, 7.724066, 15.444247, 7.791632, 2.062682, -0.638470, -5.255775, 0.066542, 
20, 7.764935, 15.446922, 7.832588, 2.047806, -0.743834, -5.268188, 0.064195, 
20, 7.805470, 15.449480, 7.873204, 2.030817, -0.849439, -5.280273, 0.061844, 
20, 7.845631, 15.451920, 7.913439, 2.011711, -0.955279, -5.291995, 0.059491, 
20, 7.885373, 15.454240, 7.953248, 1.990485, -1.061346, -5.303319, 0.057141, 
20, 7.924654, 15.456441, 7.992591, 1.967132, -1.167630, -5.314214, 0.054797, 
20, 7.963431, 15.458523, 8.031424, 1.941649, -1.274123, -5.324642, 0.052461, 
20, 8.001661, 15.460486, 8.069705, 1.914033, -1.380814, -5.334578, 0.050139, 
20, 8.039302, 15.462331, 8.107390, 1.884279, -1.487694, -5.343989, 0.047832, 
20, 8.076309, 15.464060, 8.144438, 1.852384, -1.594751, -5.352846, 0.045546, 
20, 8.112640, 15.465675, 8.180805, 1.818345, -1.701974, -5.361123, 0.043283, 
20, 8.148251, 15.467177, 8.216448, 1.782158, -1.809349, -5.368797, 0.041048, 
20, 8.183100, 15.468570, 8.251324, 1.743820, -1.916866, -5.375835, 0.038844, 
20, 8.217142, 15.469856, 8.285391, 1.703330, -2.024511, -5.382225, 0.036675, 
20, 8.250335, 15.471039, 8.318605, 1.660685, -2.132269, -5.387938, 0.034546, 
20, 8.282634, 15.472122, 8.350922, 1.615882, -2.240129, -5.392956, 0.032460, 
20, 8.313997, 15.473108, 8.382301, 1.568921, -2.348074, -5.397262, 0.030421, 
20, 8.344380, 15.474002, 8.412697, 1.519799, -2.456091, -5.400835, 0.028434, 
20, 8.373739, 15.474809, 8.442067, 1.468516, -2.564164, -5.403659, 0.026502, 
20, 8.402032, 15.475532, 8.470368, 1.415070, -2.672278, -5.405721, 0.024630, 
20, 8.429213, 15.476178, 8.497558, 1.359462, -2.780418, -5.407001, 0.022821, 
20, 8.455241, 15.476749, 8.523591, 1.301690, -2.888568, -5.407489, 0.021080, 
20, 8.480071, 15.477252, 8.548427, 1.241756, -2.996711, -5.407165, 0.019411, 
20, 8.503665, 15.477691, 8.572025, 1.179941, -3.090760, -4.702438, 0.017818, 
20, 8.526008, 15.478072, 8.594371, 1.117296, -3.132236, -2.073789, 0.016303, 
20, 8.547097, 15.478401, 8.615463, 1.054594, -3.135130, -0.144706, 0.014867, 
20, 8.566932, 15.478682, 8.635300, 0.991837, -3.137848, -0.135913, 0.013512, 
20, 8.585517, 15.478922, 8.653886, 0.929311, -3.126305, 0.577141, 0.012237, 
20, 8.602877, 15.479124, 8.671248, 0.868071, -3.062007, 3.214908, 0.011042, 
20, 8.619054, 15.479293, 8.687425, 0.808891, -2.958995, 5.150599, 0.009926, 
20, 8.634089, 15.479435, 8.702461, 0.751776, -2.855740, 5.162770, 0.008885, 
20, 8.648023, 15.479552, 8.716395, 0.696731, -2.752259, 5.174024, 0.007918, 
20, 8.660898, 15.479648, 8.729271, 0.643759, -2.648571, 5.184409, 0.007022, 
20, 8.672755, 15.479726, 8.741128, 0.592865, -2.544692, 5.193968, 0.006195, 
20, 8.683636, 15.479790, 8.752009, 0.544053, -2.440637, 5.202743, 0.005435, 
20, 8.693582, 15.479840, 8.761956, 0.497324, -2.336422, 5.210764, 0.004739, 
20, 8.702636, 15.479880, 8.771009, 0.452683, -2.232060, 5.218087, 0.004104, 
20, 8.710838, 15.479912, 8.779212, 0.410132, -2.127565, 5.224731, 0.003528, 
20, 8.718232, 15.479936, 8.786605, 0.369673, -2.022950, 5.230746, 0.003008, 
20, 8.724858, 15.479954, 8.793231, 0.331308, -1.918227, 5.236159, 0.002542, 
20, 8.730759, 15.479968, 8.799132, 0.295040, -1.813407, 5.241013, 0.002126, 
20, 8.735976, 15.479978, 8.804350, 0.260870, -1.708500, 5.245334, 0.001758, 
20, 8.740552, 15.479985, 8.808926, 0.228800, -1.603517, 5.249160, 0.001435, 
20, 8.744529, 15.479991, 8.812902, 0.198830, -1.498466, 5.252522, 0.001154, 
20, 8.747948, 15.479994, 8.816321, 0.170963, -1.393358, 5.255449, 0.000912, 
20, 8.750852, 15.479996, 8.819225, 0.145199, -1.288198, 5.257979, 0.000707, 
20, 8.753283, 15.479998, 8.821656, 0.121539, -1.182995, 5.260138, 0.000535, 
20, 8.755282, 15.479999, 8.823656, 0.099984, -1.077756, 5.261953, 0.000393, 
20, 8.756893, 15.479999, 8.825267, 0.080534, -0.972487, 5.263463, 0.000279, 
20, 8.758157, 15.480000, 8.826530, 0.063191, -0.867193, 5.264691, 0.000189, 
20, 8.759116, 15.480000, 8.827490, 0.047953, -0.761880, 5.265664, 0.000121, 
20, 8.759812, 15.480000, 8.828186, 0.034822, -0.656551, 5.266420, 0.000072, 
20, 8.760288, 15.480000, 8.828662, 0.023798, -0.551212, 5.266983, 0.000038, 
20, 8.760586, 15.480000, 8.828960, 0.014880, -0.445864, 5.267377, 0.000017, 
20, 8.760747, 15.480000, 8.829121, 0.008070, -0.340511, 5.267641, 0.000006, 
20, 8.760815, 15.480000, 8.829188, 0.003367, -0.235155, 5.267793, 0.000001, 
20, 8.760830, 15.480000, 8.829204, 0.000771, -0.129798, 5.267873, 6.283185, 
20, 8.760830, 15.480000, 8.829204, 0.000000, -0.038560, 4.561923, 6.283185, 
